date;Alnus;Betula;Taxus;Fraxinus;Poaceae;Quercus;Ulmus;Urtica
2011-10-27;0;0;0;0;0;0;0;0
2011-10-28;;;;;;;;
2011-10-29;;;;;;;;
2011-10-30;;;;;;;;
2011-10-31;;;;;;;;
2011-11-01;;;;;;;;
2011-11-02;;;;;;;;
2011-11-03;;;;;;;;
2011-11-04;;;;;;;;
2011-11-05;;;;;;;;
2011-11-06;;;;;;;;
2011-11-07;;;;;;;;
2011-11-08;;;;;;;;
2011-11-09;;;;;;;;
2011-11-10;;;;;;;;
2011-11-11;;;;;;;;
2011-11-12;;;;;;;;
2011-11-13;;;;;;;;
2011-11-14;;;;;;;;
2011-11-15;;;;;;;;
2011-11-16;;;;;;;;
2011-11-17;;;;;;;;
2011-11-18;;;;;;;;
2011-11-19;;;;;;;;
2011-11-20;;;;;;;;
2011-11-21;;;;;;;;
2011-11-22;;;;;;;;
2011-11-23;;;;;;;;
2011-11-24;;;;;;;;
2011-11-25;;;;;;;;
2011-11-26;;;;;;;;
2011-11-27;;;;;;;;
2011-11-28;;;;;;;;
2011-11-29;;;;;;;;
2011-11-30;;;;;;;;
2011-12-01;;;;;;;;
2011-12-02;;;;;;;;
2011-12-03;;;;;;;;
2011-12-04;;;;;;;;
2011-12-05;;;;;;;;
2011-12-06;;;;;;;;
2011-12-07;;;;;;;;
2011-12-08;;;;;;;;
2011-12-09;;;;;;;;
2011-12-10;;;;;;;;
2011-12-11;;;;;;;;
2011-12-12;;;;;;;;
2011-12-13;;;;;;;;
2011-12-14;;;;;;;;
2011-12-15;;;;;;;;
2011-12-16;;;;;;;;
2011-12-17;;;;;;;;
2011-12-18;;;;;;;;
2011-12-19;;;;;;;;
2011-12-20;;;;;;;;
2011-12-21;;;;;;;;
2011-12-22;;;;;;;;
2011-12-23;;;;;;;;
2011-12-24;;;;;;;;
2011-12-25;;;;;;;;
2011-12-26;;;;;;;;
2011-12-27;;;;;;;;
2011-12-28;;;;;;;;
2011-12-29;;;;;;;;
2011-12-30;;;;;;;;
2011-12-31;;;;;;;;
2012-01-01;;;;;;;;
2012-01-02;;;;;;;;
2012-01-03;;;;;;;;
2012-01-04;;;;;;;;
2012-01-05;;;;;;;;
2012-01-06;;;;;;;;
2012-01-07;;;;;;;;
2012-01-08;;;;;;;;
2012-01-09;;;;;;;;
2012-01-10;;;;;;;;
2012-01-11;;;;;;;;
2012-01-12;;;;;;;;
2012-01-13;;;;;;;;
2012-01-14;;;;;;;;
2012-01-15;;;;;;;;
2012-01-16;;;;;;;;
2012-01-17;;;;;;;;
2012-01-18;;;;;;;;
2012-01-19;;;;;;;;
2012-01-20;;;;;;;;
2012-01-21;;;;;;;;
2012-01-22;;;;;;;;
2012-01-23;;;;;;;;
2012-01-24;;;;;;;;
2012-01-25;;;;;;;;
2012-01-26;;;;;;;;
2012-01-27;;;;;;;;
2012-01-28;;;;;;;;
2012-01-29;;;;;;;;
2012-01-30;;;;;;;;
2012-01-31;;;;;;;;
2012-02-01;;;;;;;;
2012-02-02;;;;;;;;
2012-02-03;;;;;;;;
2012-02-04;;;;;;;;
2012-02-05;;;;;;;;
2012-02-06;;;;;;;;
2012-02-07;;;;;;;;
2012-02-08;;;;;;;;
2012-02-09;;;;;;;;
2012-02-10;;;;;;;;
2012-02-11;;;;;;;;
2012-02-12;;;;;;;;
2012-02-13;;;;;;;;
2012-02-14;;;;;;;;
2012-02-15;;;;;;;;
2012-02-16;;;;;;;;
2012-02-17;;;;;;;;
2012-02-18;;;;;;;;
2012-02-19;;;;;;;;
2012-02-20;;;;;;;;
2012-02-21;;;;;;;;
2012-02-22;0;0;0;0;0;0;0;0
2012-02-23;0;0;0;0;0;0;0;0
2012-02-24;0;0;0;0;0;0;0;0
2012-02-25;0;0;0;0;0;0;0;0
2012-02-26;0;0;0;0;0;0;0;0
2012-02-27;2;0;0;0;0;0;0;0
2012-02-28;8;0;0;0;0;0;0;0
2012-02-29;3;0;0;0;0;0;0;0
2012-03-01;2;0;0;0;0;0;0;0
2012-03-02;4;0;0;0;0;0;0;0
2012-03-03;7;0;0;0;0;0;0;0
2012-03-04;58;0;2;0;0;0;0;0
2012-03-05;32;0;1;0;0;0;0;0
2012-03-06;16;0;1;0;0;0;0;0
2012-03-07;30;0;3;0;0;0;0;0
2012-03-08;45;0;2;0;0;0;0;0
2012-03-09;17;0;1;0;0;0;0;0
2012-03-10;20;0;4;0;0;0;0;0
2012-03-11;13;0;5;0;0;0;0;0
2012-03-12;33;0;18;0;0;0;0;0
2012-03-13;72;0;19;0;0;0;0;0
2012-03-14;157;0;52;0;0;0;0;0
2012-03-15;59;0;266;4;0;0;0;0
2012-03-16;39;0;620;0;0;1;1;0
2012-03-17;88;0;1992;3;0;2;16;0
2012-03-18;46;0;2380;2;0;3;21;0
2012-03-19;0;0;11;0;0;0;0;0
2012-03-20;2;0;11;1;0;0;3;0
2012-03-21;4;0;343;0;0;1;28;0
2012-03-22;5;0;213;0;0;0;8;0
2012-03-23;1;0;391;1;0;0;28;0
2012-03-24;2;0;365;2;0;2;25;0
2012-03-25;0;0;82;0;0;0;6;0
2012-03-26;2;0;136;2;0;0;8;0
2012-03-27;3;3;42;51;0;0;4;0
2012-03-28;3;4;48;107;0;3;6;0
2012-03-29;7;153;300;447;0;9;5;0
2012-03-30;1;74;24;132;0;2;1;0
2012-03-31;2;45;27;190;0;4;0;0
2012-04-01;1;19;21;80;0;1;0;0
2012-04-02;0;14;12;183;0;0;0;0
2012-04-03;1;124;18;320;0;2;1;0
2012-04-04;1;242;21;368;0;4;0;0
2012-04-05;0;98;10;121;0;0;0;0
2012-04-06;0;4;0;3;0;0;0;0
2012-04-07;0;62;0;80;0;1;0;0
2012-04-08;0;163;4;117;0;1;0;0
2012-04-09;1;92;23;83;0;2;0;0
2012-04-10;0;36;3;26;0;0;0;0
2012-04-11;0;10;1;3;0;0;0;0
2012-04-12;0;91;31;41;0;4;0;0
2012-04-13;0;8;0;27;0;0;0;0
2012-04-14;0;253;2;62;0;6;0;0
2012-04-15;0;152;0;42;0;0;0;0
2012-04-16;0;70;0;7;0;0;0;0
2012-04-17;0;247;2;26;0;0;0;0
2012-04-18;0;153;0;20;0;0;0;0
2012-04-19;0;1172;5;24;0;4;0;0
2012-04-20;0;191;11;12;0;6;0;0
2012-04-21;0;308;2;22;0;8;0;0
2012-04-22;0;96;6;0;0;7;0;0
2012-04-23;0;144;1;11;0;8;0;0
2012-04-24;0;193;0;3;0;4;0;0
2012-04-25;0;497;3;9;0;11;0;0
2012-04-26;0;548;3;18;1;7;0;0
2012-04-27;0;520;40;17;6;17;0;0
2012-04-28;1;532;190;23;0;71;0;0
2012-04-29;1;325;93;9;3;80;0;0
2012-04-30;0;179;73;4;1;207;0;0
2012-05-01;0;96;10;5;5;131;0;0
2012-05-02;0;92;13;0;4;210;0;0
2012-05-03;0;4;5;0;7;39;0;0
2012-05-04;0;13;11;4;12;86;0;0
2012-05-05;2;16;0;3;11;65;0;0
2012-05-06;0;1;3;0;1;6;0;0
2012-05-07;0;6;1;0;3;32;0;0
2012-05-08;1;12;0;1;6;43;0;0
2012-05-09;0;11;1;0;11;31;0;0
2012-05-10;1;6;0;0;9;38;0;0
2012-05-11;2;8;4;4;9;22;0;0
2012-05-12;0;2;0;0;9;9;0;0
2012-05-13;0;2;1;0;5;27;0;0
2012-05-14;1;6;0;0;2;5;0;0
2012-05-15;0;16;1;0;7;7;0;0
2012-05-16;0;4;0;0;2;5;0;0
2012-05-17;0;3;0;0;0;5;0;1
2012-05-18;0;5;0;1;2;3;0;0
2012-05-19;1;6;1;0;15;7;0;0
2012-05-20;0;0;2;0;31;1;0;0
2012-05-21;1;6;1;0;46;6;0;1
2012-05-22;0;3;0;0;29;1;0;1
2012-05-23;0;7;0;0;36;3;0;0
2012-05-24;2;9;0;0;43;6;0;2
2012-05-25;3;10;6;0;84;1;0;1
2012-05-26;1;3;1;0;65;4;0;1
2012-05-27;0;4;0;0;78;0;0;6
2012-05-28;0;5;0;0;68;0;0;2
2012-05-29;0;0;0;0;43;0;0;8
2012-05-30;0;4;0;0;51;3;0;14
2012-05-31;0;1;0;0;74;2;0;10
2012-06-01;0;0;0;0;48;0;0;7
2012-06-02;0;1;0;0;71;0;0;34
2012-06-03;0;0;0;0;35;1;0;16
2012-06-04;0;1;0;0;12;1;0;8
2012-06-05;0;2;2;0;8;0;0;14
2012-06-06;1;0;0;0;24;0;0;5
2012-06-07;1;1;5;0;77;0;0;32
2012-06-08;1;1;0;0;10;0;0;0
2012-06-09;0;0;0;0;7;0;0;12
2012-06-10;0;0;0;0;3;0;0;9
2012-06-11;0;0;0;0;16;0;0;9
2012-06-12;0;0;0;0;17;0;0;5
2012-06-13;0;1;0;0;13;2;0;35
2012-06-14;0;0;0;0;28;0;0;27
2012-06-15;13;1;0;0;70;0;0;51
2012-06-16;33;1;7;0;71;0;0;64
2012-06-17;5;0;14;0;81;0;0;148
2012-06-18;15;0;7;0;33;0;0;86
2012-06-19;2;0;0;0;31;0;0;107
2012-06-20;0;0;1;0;8;0;0;67
2012-06-21;1;1;1;0;18;0;0;135
2012-06-22;0;0;0;0;18;0;0;98
2012-06-23;0;0;0;0;24;0;0;114
2012-06-24;1;0;0;0;35;0;0;96
2012-06-25;0;0;0;0;7;0;0;48
2012-06-26;0;0;0;0;25;0;0;115
2012-06-27;0;0;0;0;12;0;0;105
2012-06-28;0;0;0;0;27;0;0;133
2012-06-29;0;0;0;0;24;0;0;93
2012-06-30;0;0;1;0;27;0;0;148
2012-07-01;0;0;0;0;24;0;0;49
2012-07-02;0;0;1;0;3;0;0;29
2012-07-03;0;0;0;0;4;0;0;125
2012-07-04;0;0;0;0;11;0;0;165
2012-07-05;0;0;0;0;12;0;0;98
2012-07-06;0;0;0;0;5;0;0;85
2012-07-07;0;0;0;0;1;0;0;24
2012-07-08;1;0;0;0;26;1;0;105
2012-07-09;0;0;0;0;11;0;0;53
2012-07-10;0;0;1;0;15;0;0;66
2012-07-11;0;0;0;0;9;0;0;30
2012-07-12;0;1;1;0;12;0;0;34
2012-07-13;0;1;0;0;11;0;0;45
2012-07-14;0;0;0;0;24;0;0;45
2012-07-15;0;1;0;0;5;0;0;16
2012-07-16;0;0;0;0;9;0;0;58
2012-07-17;0;0;0;0;24;0;0;79
2012-07-18;0;0;0;0;26;0;0;138
2012-07-19;0;0;0;0;24;0;0;114
2012-07-20;0;0;0;0;1;0;0;33
2012-07-21;0;0;0;0;5;0;0;28
2012-07-22;0;0;0;0;6;0;0;173
2012-07-23;0;0;0;0;15;0;0;116
2012-07-24;0;0;0;0;9;0;0;160
2012-07-25;0;0;0;0;4;0;0;76
2012-07-26;0;0;0;0;8;0;0;165
2012-07-27;0;0;0;0;10;0;0;120
2012-07-28;0;0;0;0;10;0;0;58
2012-07-29;0;0;0;0;0;0;0;27
2012-07-30;0;0;0;0;12;0;0;109
2012-07-31;0;0;0;0;10;0;0;66
2012-08-01;0;0;0;0;15;0;0;94
2012-08-02;0;0;0;0;14;0;0;124
2012-08-03;0;0;0;0;1;0;0;103
2012-08-04;0;0;1;0;0;0;0;117
2012-08-05;0;0;0;0;1;0;0;96
2012-08-06;0;0;0;0;3;0;0;39
2012-08-07;0;0;0;0;2;0;0;59
2012-08-08;0;0;0;0;7;0;0;146
2012-08-09;0;0;0;0;3;0;0;81
2012-08-10;0;0;1;0;7;0;0;111
2012-08-11;0;0;0;0;2;0;0;141
2012-08-12;0;2;0;0;5;0;0;87
2012-08-13;0;0;0;0;1;0;0;70
2012-08-14;0;0;0;0;2;0;0;94
2012-08-15;0;0;0;0;1;0;0;99
2012-08-16;0;0;0;0;1;0;0;89
2012-08-17;0;0;0;0;4;0;0;130
2012-08-18;0;0;0;0;6;0;0;102
2012-08-19;0;0;0;0;0;0;0;82
2012-08-20;0;0;1;0;2;0;0;54
2012-08-21;0;1;0;0;2;0;0;47
2012-08-22;0;0;0;0;1;0;0;29
2012-08-23;0;0;0;0;0;0;0;39
2012-08-24;0;0;0;0;0;0;0;3
2012-08-25;0;0;0;0;0;0;0;4
2012-08-26;0;0;0;0;7;0;0;4
2012-08-27;0;1;0;0;2;0;0;30
2012-08-28;0;0;0;0;8;0;0;5
2012-08-29;0;0;0;0;5;0;0;6
2012-08-30;0;0;1;0;0;0;0;2
2012-08-31;0;0;0;0;0;0;0;0
2012-09-01;0;0;0;0;0;0;0;0
2012-09-02;0;0;0;0;1;0;0;2
2012-09-03;0;0;0;0;1;0;0;1
2012-09-04;0;0;0;0;2;0;0;4
2012-09-05;0;0;0;0;2;0;0;2
2012-09-06;0;0;1;0;3;0;0;3
2012-09-07;0;0;0;0;0;0;0;2
2012-09-08;0;0;0;0;0;0;0;2
2012-09-09;0;0;0;0;2;0;0;4
2012-09-10;0;0;0;0;1;0;0;4
2012-09-11;0;0;0;0;1;0;0;4
2012-09-12;0;0;0;0;1;0;0;0
2012-09-13;0;0;0;0;0;0;0;5
2012-09-14;0;0;0;0;0;0;0;0
2012-09-15;0;0;0;0;0;0;0;3
2012-09-16;0;0;0;0;1;0;0;2
2012-09-17;0;0;1;0;0;0;0;2
2012-09-18;0;1;1;0;1;0;0;0
2012-09-19;0;0;1;0;0;0;0;0
2012-09-20;0;0;0;0;2;0;0;0
2012-09-21;0;0;0;0;0;0;0;1
2012-09-22;0;0;0;0;0;0;0;0
2012-09-23;0;0;0;0;0;0;0;1
2012-09-24;1;0;1;0;0;0;0;0
2012-09-25;0;0;0;0;0;0;0;0
2012-09-26;0;0;0;0;0;0;0;0
2012-09-27;0;0;0;0;0;0;0;0
2012-09-28;0;0;0;0;0;0;0;0
2012-09-29;0;0;0;0;0;0;0;1
2012-09-30;0;0;0;0;0;0;0;0
2012-10-01;0;0;0;0;0;0;0;0
2012-10-02;0;0;0;0;0;0;0;0
2012-10-03;0;0;0;0;0;0;0;0
2012-10-04;0;0;0;0;0;0;0;0
2012-10-05;0;0;0;0;0;0;0;0
2012-10-06;0;0;0;0;0;0;0;0
2012-10-07;0;0;5;0;0;0;0;0
2012-10-08;0;0;0;0;1;0;0;0
2012-10-09;0;0;0;0;0;0;0;0
2012-10-10;0;0;0;0;0;0;0;0
2012-10-11;0;0;0;0;1;0;0;0
2012-10-12;0;0;0;0;0;0;0;0
2012-10-13;0;0;0;0;0;0;0;0
2012-10-14;0;0;0;0;0;0;0;0
2012-10-15;0;0;0;0;0;0;0;0
2012-10-16;0;0;0;0;0;0;0;0
2012-10-17;0;0;0;0;0;0;0;0
2012-10-18;0;0;0;0;0;0;0;0
2012-10-19;0;0;0;0;0;0;0;0
2012-10-20;0;0;0;0;0;0;0;0
2012-10-21;0;0;0;0;0;0;0;0
2012-10-22;0;0;0;0;0;0;0;0
2012-10-23;0;1;0;0;0;0;0;0
2012-10-24;0;0;0;0;0;0;0;1
2012-10-25;0;0;0;0;0;0;0;0
2012-10-26;0;0;0;0;0;0;0;0
2012-10-27;0;0;0;0;0;0;0;0
2012-10-28;0;0;0;0;0;0;0;0
2012-10-29;0;0;0;0;0;0;0;0
2012-10-30;0;0;0;0;0;0;0;0
2012-10-31;0;0;0;0;0;0;0;0
2012-11-01;;;;;;;;
2012-11-02;;;;;;;;
2012-11-03;;;;;;;;
2012-11-04;;;;;;;;
2012-11-05;;;;;;;;
2012-11-06;;;;;;;;
2012-11-07;;;;;;;;
2012-11-08;;;;;;;;
2012-11-09;;;;;;;;
2012-11-10;;;;;;;;
2012-11-11;;;;;;;;
2012-11-12;;;;;;;;
2012-11-13;;;;;;;;
2012-11-14;;;;;;;;
2012-11-15;;;;;;;;
2012-11-16;;;;;;;;
2012-11-17;;;;;;;;
2012-11-18;;;;;;;;
2012-11-19;;;;;;;;
2012-11-20;;;;;;;;
2012-11-21;;;;;;;;
2012-11-22;;;;;;;;
2012-11-23;;;;;;;;
2012-11-24;;;;;;;;
2012-11-25;;;;;;;;
2012-11-26;;;;;;;;
2012-11-27;;;;;;;;
2012-11-28;;;;;;;;
2012-11-29;;;;;;;;
2012-11-30;;;;;;;;
2012-12-01;;;;;;;;
2012-12-02;;;;;;;;
2012-12-03;;;;;;;;
2012-12-04;;;;;;;;
2012-12-05;;;;;;;;
2012-12-06;;;;;;;;
2012-12-07;;;;;;;;
2012-12-08;;;;;;;;
2012-12-09;;;;;;;;
2012-12-10;;;;;;;;
2012-12-11;;;;;;;;
2012-12-12;;;;;;;;
2012-12-13;;;;;;;;
2012-12-14;;;;;;;;
2012-12-15;;;;;;;;
2012-12-16;;;;;;;;
2012-12-17;;;;;;;;
2012-12-18;;;;;;;;
2012-12-19;;;;;;;;
2012-12-20;;;;;;;;
2012-12-21;;;;;;;;
2012-12-22;;;;;;;;
2012-12-23;;;;;;;;
2012-12-24;;;;;;;;
2012-12-25;;;;;;;;
2012-12-26;;;;;;;;
2012-12-27;;;;;;;;
2012-12-28;;;;;;;;
2012-12-29;;;;;;;;
2012-12-30;;;;;;;;
2012-12-31;;;;;;;;
2013-01-01;;;;;;;;
2013-01-02;;;;;;;;
2013-01-03;;;;;;;;
2013-01-04;;;;;;;;
2013-01-05;;;;;;;;
2013-01-06;;;;;;;;
2013-01-07;;;;;;;;
2013-01-08;;;;;;;;
2013-01-09;;;;;;;;
2013-01-10;;;;;;;;
2013-01-11;;;;;;;;
2013-01-12;;;;;;;;
2013-01-13;;;;;;;;
2013-01-14;;;;;;;;
2013-01-15;;;;;;;;
2013-01-16;;;;;;;;
2013-01-17;;;;;;;;
2013-01-18;;;;;;;;
2013-01-19;;;;;;;;
2013-01-20;;;;;;;;
2013-01-21;;;;;;;;
2013-01-22;;;;;;;;
2013-01-23;;;;;;;;
2013-01-24;;;;;;;;
2013-01-25;;;;;;;;
2013-01-26;;;;;;;;
2013-01-27;;;;;;;;
2013-01-28;;;;;;;;
2013-01-29;0;0;0;0;0;0;0;0
2013-01-30;9;0;1;0;0;0;0;0
2013-01-31;27;0;2;0;0;0;0;0
2013-02-01;0;0;0;0;0;0;0;0
2013-02-02;3;0;0;0;0;0;0;0
2013-02-03;22;0;0;0;0;0;0;0
2013-02-04;1;0;0;0;0;0;0;0
2013-02-05;2;0;0;0;0;0;0;0
2013-02-06;;;;;;;;
2013-02-07;;;;;;;;
2013-02-08;;;;;;;;
2013-02-09;;;;;;;;
2013-02-10;;;;;;;;
2013-02-11;;;;;;;;
2013-02-12;;;;;;;;
2013-02-13;;;;;;;;
2013-02-14;;;;;;;;
2013-02-15;;;;;;;;
2013-02-16;;;;;;;;
2013-02-17;;;;;;;;
2013-02-18;;;;;;;;
2013-02-19;;;;;;;;
2013-02-20;;;;;;;;
2013-02-21;;;;;;;;
2013-02-22;;;;;;;;
2013-02-23;;;;;;;;
2013-02-24;;;;;;;;
2013-02-25;;;;;;;;
2013-02-26;;;;;;;;
2013-02-27;0;0;0;0;0;0;0;0
2013-02-28;0;0;0;0;0;0;0;0
2013-03-01;0;0;0;0;0;0;0;0
2013-03-02;2;0;0;0;0;0;0;0
2013-03-03;3;0;0;0;0;0;0;0
2013-03-04;19;0;0;0;0;0;0;0
2013-03-05;13;0;1;0;0;0;0;0
2013-03-06;47;0;1;0;0;0;0;0
2013-03-07;34;0;53;0;0;0;0;0
2013-03-08;264;0;144;0;0;0;0;0
2013-03-09;65;0;73;0;0;0;0;0
2013-03-10;163;0;277;1;0;0;0;0
2013-03-11;107;0;6;0;0;0;0;0
2013-03-12;16;0;41;0;0;0;0;0
2013-03-13;29;0;15;0;0;0;0;0
2013-03-14;86;0;12;0;0;0;1;0
2013-03-15;100;0;13;0;0;1;0;0
2013-03-16;113;0;15;0;0;0;0;0
2013-03-17;122;0;7;0;0;0;0;0
2013-03-18;37;0;25;0;0;0;0;0
2013-03-19;90;0;59;0;0;0;2;0
2013-03-20;135;0;720;0;0;0;6;0
2013-03-21;62;0;161;0;0;0;1;0
2013-03-22;85;0;35;0;0;0;5;0
2013-03-23;104;0;25;0;0;0;2;0
2013-03-24;67;1;13;0;0;0;0;0
2013-03-25;15;0;2;0;0;0;2;0
2013-03-26;4;0;4;0;0;0;1;0
2013-03-27;16;0;1;0;0;0;0;0
2013-03-28;30;0;1;0;0;0;3;0
2013-03-29;6;0;8;1;0;0;2;0
2013-03-30;3;0;0;0;0;0;0;0
2013-03-31;27;0;6;0;0;0;0;0
2013-04-01;28;0;7;0;0;0;4;0
2013-04-02;25;0;22;0;0;0;1;0
2013-04-03;11;2;17;0;0;0;0;0
2013-04-04;37;0;38;0;0;0;0;0
2013-04-05;15;0;25;0;0;0;1;0
2013-04-06;12;1;69;0;0;0;1;0
2013-04-07;9;0;18;0;0;0;1;0
2013-04-08;28;0;1623;0;0;0;14;0
2013-04-09;12;0;1650;0;0;0;12;0
2013-04-10;159;9;1010;2;0;0;20;0
2013-04-11;116;2;222;1;0;0;9;0
2013-04-12;68;16;1500;0;0;0;63;0
2013-04-13;20;8;427;14;0;0;46;0
2013-04-14;4;5;499;38;0;0;139;0
2013-04-15;2;2;204;4;0;0;247;0
2013-04-16;7;6;215;188;0;0;111;0
2013-04-17;4;52;257;772;0;0;51;0
2013-04-18;13;694;345;2475;0;28;13;0
2013-04-19;0;237;83;478;0;0;1;0
2013-04-20;6;75;12;425;0;1;0;0
2013-04-21;5;202;31;604;0;0;0;0
2013-04-22;1;267;5;280;0;0;0;0
2013-04-23;2;1084;33;217;0;0;2;0
2013-04-24;1;1896;323;525;0;1;3;0
2013-04-25;0;1544;97;440;0;0;6;0
2013-04-26;7;1924;63;247;0;18;3;0
2013-04-27;1;562;32;183;0;16;0;0
2013-04-28;1;44;4;7;0;0;0;0
2013-04-29;1;62;7;14;0;4;0;0
2013-04-30;3;87;6;13;0;5;0;0
2013-05-01;0;209;13;10;1;45;0;0
2013-05-02;0;44;1;4;1;17;1;0
2013-05-03;0;118;4;4;0;30;0;0
2013-05-04;0;79;2;7;0;28;0;0
2013-05-05;0;34;11;3;3;170;0;0
2013-05-06;0;19;41;1;4;308;0;0
2013-05-07;0;31;7;0;0;94;0;0
2013-05-08;0;13;13;1;2;278;0;0
2013-05-09;0;41;10;0;7;373;0;0
2013-05-10;0;0;1;0;1;9;0;0
2013-05-11;0;3;0;0;1;87;0;0
2013-05-12;0;7;0;0;3;115;0;0
2013-05-13;0;8;0;1;1;78;0;0
2013-05-14;2;8;0;1;5;30;0;0
2013-05-15;1;11;22;0;7;52;0;1
2013-05-16;0;9;41;0;10;47;0;0
2013-05-17;2;8;3;0;9;36;0;1
2013-05-18;2;11;1;1;9;16;0;0
2013-05-19;0;11;3;0;11;32;0;0
2013-05-20;0;5;1;1;6;16;0;0
2013-05-21;0;3;1;0;1;3;0;0
2013-05-22;1;3;1;0;0;5;0;0
2013-05-23;0;6;0;0;0;11;0;0
2013-05-24;0;0;0;0;5;4;0;0
2013-05-25;0;0;0;0;2;0;0;0
2013-05-26;0;2;1;0;1;11;0;0
2013-05-27;1;5;0;0;3;3;0;0
2013-05-28;0;1;0;0;6;1;0;0
2013-05-29;0;1;1;0;16;2;0;0
2013-05-30;0;0;0;0;1;0;0;0
2013-05-31;0;1;2;0;0;2;0;0
2013-06-01;0;0;0;0;0;1;0;0
2013-06-02;0;0;0;0;0;0;0;0
2013-06-03;0;0;0;0;0;0;0;0
2013-06-04;1;0;1;0;4;0;0;0
2013-06-05;0;2;1;0;56;1;0;6
2013-06-06;0;0;0;0;106;0;0;13
2013-06-07;0;0;0;0;81;0;0;5
2013-06-08;0;0;0;0;76;0;0;8
2013-06-09;1;2;1;0;108;0;0;5
2013-06-10;0;0;0;0;15;0;0;0
2013-06-11;0;0;0;0;8;0;0;16
2013-06-12;0;0;0;0;92;0;0;16
2013-06-13;3;0;4;0;166;0;0;14
2013-06-14;1;1;0;0;27;0;0;21
2013-06-15;1;0;1;0;80;3;0;17
2013-06-16;4;0;1;0;100;2;0;41
2013-06-17;38;1;5;0;88;1;0;50
2013-06-18;12;0;0;0;53;1;0;51
2013-06-19;10;0;3;0;54;0;0;113
2013-06-20;18;3;1;0;42;0;0;139
2013-06-21;1;0;0;0;22;0;0;108
2013-06-22;1;0;0;0;1;0;0;91
2013-06-23;1;0;0;0;20;0;0;36
2013-06-24;0;0;0;0;2;0;0;8
2013-06-25;0;1;0;0;6;0;0;35
2013-06-26;0;0;2;0;16;0;0;47
2013-06-27;0;0;0;0;5;0;0;32
2013-06-28;0;0;0;0;4;0;0;24
2013-06-29;0;0;0;0;7;0;0;58
2013-06-30;0;0;0;0;22;0;0;137
2013-07-01;0;1;0;0;29;0;0;136
2013-07-02;0;0;1;0;49;0;0;58
2013-07-03;0;0;0;0;12;0;0;13
2013-07-04;0;1;1;0;6;0;0;46
2013-07-05;0;0;0;0;29;0;0;94
2013-07-06;0;0;0;0;44;0;0;74
2013-07-07;0;0;0;0;29;0;0;87
2013-07-08;0;0;0;0;45;0;0;200
2013-07-09;0;0;0;0;25;0;0;166
2013-07-10;0;0;0;0;40;0;0;305
2013-07-11;0;0;0;0;19;0;0;146
2013-07-12;0;0;0;0;14;0;0;128
2013-07-13;0;0;0;0;14;0;0;136
2013-07-14;0;0;0;0;18;0;0;190
2013-07-15;0;1;1;0;32;0;0;142
2013-07-16;0;0;0;0;15;0;0;144
2013-07-17;0;0;0;0;10;0;0;154
2013-07-18;0;0;0;0;35;0;0;270
2013-07-19;1;0;0;0;27;0;0;315
2013-07-20;0;0;0;0;40;0;0;320
2013-07-21;0;0;0;0;33;0;0;350
2013-07-22;0;0;0;0;23;0;0;202
2013-07-23;0;0;0;0;13;1;0;218
2013-07-24;0;0;0;0;13;0;1;28
2013-07-25;0;0;0;0;16;0;0;42
2013-07-26;0;0;0;0;8;0;0;89
2013-07-27;0;0;1;0;15;0;0;86
2013-07-28;0;0;2;0;30;0;0;82
2013-07-29;0;0;0;0;6;0;0;21
2013-07-30;0;0;0;0;14;0;0;28
2013-07-31;0;0;0;0;13;0;0;34
2013-08-01;0;0;0;0;18;0;0;40
2013-08-02;0;0;0;0;13;0;0;35
2013-08-03;0;0;1;0;21;0;0;51
2013-08-04;0;0;0;0;2;0;0;13
2013-08-05;0;0;0;0;17;0;0;34
2013-08-06;0;0;1;0;20;0;0;14
2013-08-07;0;0;0;0;14;0;0;36
2013-08-08;0;0;0;0;8;0;0;22
2013-08-09;0;0;0;0;1;0;0;10
2013-08-10;0;0;0;0;9;0;0;42
2013-08-11;1;0;0;0;6;0;0;49
2013-08-12;0;0;0;0;13;0;0;44
2013-08-13;0;1;2;0;4;0;0;16
2013-08-14;0;0;0;0;4;0;0;38
2013-08-15;0;0;0;0;7;0;0;40
2013-08-16;0;0;0;0;8;0;0;25
2013-08-17;0;0;0;0;16;0;0;41
2013-08-18;0;0;1;0;9;0;0;66
2013-08-19;0;0;0;0;0;0;0;5
2013-08-20;0;0;0;0;0;0;0;25
2013-08-21;0;0;0;0;5;0;0;26
2013-08-22;0;0;0;0;3;0;0;36
2013-08-23;0;0;0;0;6;0;0;19
2013-08-24;0;0;0;0;2;0;0;18
2013-08-25;0;0;0;0;0;0;0;0
2013-08-26;0;0;0;0;0;0;0;4
2013-08-27;0;0;0;0;1;0;0;10
2013-08-28;0;0;0;0;0;0;0;12
2013-08-29;0;0;0;0;3;0;0;29
2013-08-30;0;0;1;0;0;0;0;13
2013-08-31;0;0;0;0;3;0;0;28
2013-09-01;0;0;0;0;0;0;0;25
2013-09-02;0;0;0;0;4;0;0;12
2013-09-03;0;0;0;0;6;0;0;9
2013-09-04;0;0;0;0;9;0;0;10
2013-09-05;0;0;0;0;5;0;0;5
2013-09-06;0;0;0;0;6;0;0;9
2013-09-07;0;0;0;0;10;0;0;4
2013-09-08;0;0;1;0;13;0;0;2
2013-09-09;0;0;0;0;41;0;0;1
2013-09-10;0;0;0;0;16;0;0;5
